"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","good_condition","renovated","city"
"8549",330000,4,2.5,2310,6320,2,0,0,3,8,2310,0,1997,0,98092,47.3287,-122.167,1850,6181,"yes","no","Auburn"
"14232",815000,4,1.75,1820,4500,1.5,0,0,3,8,1820,0,1921,0,98119,47.6429,-122.36,1870,3600,"yes","no","Seattle"
"6181",650000,3,1.75,2140,9484,1,0,0,3,7,1290,850,1953,0,98004,47.6234,-122.191,1960,9630,"yes","no","Bellevue"
"21063",670000,5,2.75,2900,5155,2,0,0,3,8,2900,0,2008,0,98075,47.5977,-122.008,2900,6176,"yes","no","Sammamish"
"6758",415000,6,2,2500,5200,1,0,0,3,8,1250,1250,1966,0,98118,47.5517,-122.268,1800,5200,"yes","no","Seattle"
"16810",449000,4,2.75,2090,14141,1.5,0,0,4,8,1680,410,1941,0,98166,47.4333,-122.347,1990,12920,"yes","no","Seattle"
"12622",405000,3,2.75,1310,7300,1,0,0,3,7,1310,0,1957,0,98008,47.6016,-122.123,1310,7030,"yes","no","Bellevue"
"13942",269950,4,3,2390,7309,2,0,0,4,7,2390,0,1944,1981,98002,47.294,-122.218,930,7308,"yes","yes","Auburn"
"9710",348000,4,2.5,2070,3808,2,0,0,3,8,2070,0,2003,0,98058,47.4498,-122.12,1900,2992,"yes","no","Renton"
"12683",1295000,5,4,4440,9270,1,0,0,5,10,2220,2220,1968,0,98040,47.5708,-122.212,2720,9614,"yes","no","Mercer Island"
"1913",339950,3,2,1340,10200,1.5,0,0,3,7,1340,0,1953,0,98133,47.7756,-122.351,1420,10200,"yes","no","Seattle"
"16062",437500,3,2,1760,2875,2,0,2,3,7,1290,470,1988,0,98126,47.5602,-122.378,1760,4830,"yes","no","Seattle"
"19498",380000,2,1,1120,7560,1,0,1,3,6,1120,0,1947,0,98177,47.77,-122.39,1120,7200,"yes","no","Seattle"
"7255",1045000,4,3,3560,4000,3,0,2,3,9,2970,590,1996,0,98112,47.6265,-122.3,1190,4000,"yes","no","Seattle"
"1891",550000,3,2.25,2160,37000,1.5,0,0,4,7,1760,400,1933,0,98052,47.7297,-122.139,2540,37000,"yes","no","Redmond"
"6139",337500,3,1,1020,6000,1.5,0,0,3,7,1020,0,1900,0,98108,47.5254,-122.318,1240,6000,"yes","no","Seattle"
"8686",275000,3,1.75,1840,14005,1,0,0,3,8,1840,0,1983,0,98023,47.3124,-122.345,2170,7992,"yes","no","Federal Way"
"5182",639000,3,2.25,1400,2421,2,0,0,3,9,1400,0,2005,0,98034,47.695,-122.169,1500,2743,"yes","no","Kirkland"
"5941",336000,3,2.25,2760,10160,1,0,0,3,8,2760,0,1969,0,98058,47.4504,-122.15,2760,9600,"yes","no","Renton"
"14389",291000,3,2.25,1860,13939,1,0,0,4,7,1860,0,1961,0,98030,47.3746,-122.217,1530,10018,"yes","no","Kent"
"13060",255000,3,1.5,1240,8528,1,0,0,4,7,1240,0,1967,0,98058,47.4478,-122.157,1570,8064,"yes","no","Renton"
"13604",585000,3,1.5,1670,5000,1.5,0,0,4,7,1670,0,1912,0,98117,47.678,-122.36,1750,5000,"yes","no","Seattle"
"8211",203000,3,1.5,1370,7500,1,0,0,3,7,1080,290,1958,0,98198,47.4167,-122.322,1400,7500,"yes","no","Seattle"
"16174",683000,3,2.5,2300,9218,2,0,2,3,9,2300,0,1998,0,98027,47.5504,-122.077,2730,9930,"yes","no","Issaquah"
"18947",345000,3,1,1010,3060,1.5,0,0,3,6,1010,0,1904,0,98118,47.5657,-122.285,1330,4590,"yes","no","Seattle"
"8913",465000,3,2.25,2560,117176,1,0,0,4,9,1280,1280,1977,0,98027,47.4655,-122.033,2760,57063,"yes","no","Issaquah"
"16883",524000,3,2.25,2430,73151,1,0,0,3,8,2430,0,1974,0,98059,47.4749,-122.092,2800,39250,"yes","no","Renton"
"511",585000,4,1.75,2430,7559,1,0,0,4,8,1580,850,1981,0,98052,47.7206,-122.11,1980,8750,"yes","no","Redmond"
"18858",520000,5,1.75,2040,5280,1,0,0,4,7,1020,1020,1961,0,98007,47.5941,-122.144,1720,7344,"yes","no","Bellevue"
"16012",392500,3,1.75,1540,8925,1,0,0,4,7,1540,0,1957,0,98133,47.7762,-122.337,1620,10397,"yes","no","Seattle"
"3381",485000,4,3,2340,7048,1,0,0,4,8,1340,1000,1979,0,98034,47.7306,-122.227,1440,8088,"yes","no","Kirkland"
"5496",426500,4,2.5,2700,6515,2,0,0,3,9,2700,0,1998,0,98058,47.4356,-122.11,2900,6710,"yes","no","Renton"
"19222",218250,3,1,1270,7344,1,0,0,3,7,970,300,1967,0,98023,47.305,-122.371,1290,7300,"yes","no","Federal Way"
"21245",485000,4,2.75,2790,7803,2,0,0,3,8,2790,0,2013,0,98045,47.4823,-121.772,2620,6178,"yes","no","North Bend"
"14559",357500,3,1.75,1630,9403,1,0,0,3,7,1630,0,1983,0,98155,47.757,-122.316,1430,8461,"yes","no","Seattle"
"13436",716500,5,2.75,3630,38461,2,0,0,3,11,3630,0,2000,0,98058,47.4289,-122.094,4440,50378,"yes","no","Renton"
"11033",560000,4,2.5,2480,16360,1,0,0,5,7,1510,970,1959,0,98028,47.7638,-122.265,1770,15205,"yes","no","Kenmore"
"10617",472000,4,3.25,4350,7090,2,0,0,3,8,2870,1480,1999,0,98042,47.3747,-122.156,2490,7266,"yes","no","Kent"
"21093",295000,3,2.5,1660,4898,2,0,0,3,7,1660,0,2011,0,98038,47.3588,-122.044,1810,4462,"yes","no","Maple Valley"
"15242",1150000,3,2.5,4190,9624,2,0,0,3,10,4190,0,1999,0,98006,47.5642,-122.127,3650,8321,"yes","no","Bellevue"
"15434",546000,4,3,1790,3600,1.5,0,0,3,8,1790,0,1901,0,98122,47.6117,-122.313,1770,3119,"yes","no","Seattle"
"6560",410000,4,2.25,2060,7283,1,0,0,3,8,1220,840,1963,2013,98155,47.7435,-122.317,1500,8134,"yes","yes","Seattle"
"15858",409000,4,2.75,3230,12651,2,0,0,4,8,3230,0,2002,0,98001,47.3157,-122.251,2550,12081,"yes","no","Auburn"
"19682",1850000,4,3.25,4160,10335,2,0,0,3,10,4160,0,2014,0,98004,47.6235,-122.192,1840,10333,"yes","no","Bellevue"
"17323",530000,3,2.75,2440,45738,2,0,0,3,8,1840,600,1987,0,98027,47.5453,-121.957,2440,189100,"yes","no","Issaquah"
"21418",598500,3,3,1560,2091,3,0,0,3,8,1560,0,2006,0,98103,47.6604,-122.352,1530,2091,"yes","no","Seattle"
"99",314000,3,1.75,1810,41800,1,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,"yes","no","Maple Valley"
"6538",539000,3,2.5,2170,3200,1.5,0,0,5,7,1280,890,1923,0,98103,47.6543,-122.347,1180,1224,"yes","no","Seattle"
"8478",339950,0,2.5,2290,8319,2,0,0,3,8,2290,0,1985,0,98042,47.3473,-122.151,2500,8751,"yes","no","Kent"
"20905",519990,4,3.25,1690,1321,2,0,0,3,8,1320,370,2014,0,98052,47.678,-122.117,3080,4558,"yes","no","Redmond"
"15362",464500,4,2.5,1750,11381,1,0,0,4,7,1610,140,1947,0,98155,47.7425,-122.321,1080,11375,"yes","no","Seattle"
"17436",353500,3,2.5,1260,972,2,0,0,3,8,840,420,2008,0,98144,47.5872,-122.316,1270,925,"yes","no","Seattle"
"19300",174900,3,1,1100,6000,1.5,0,0,2,6,1100,0,1926,0,98108,47.5279,-122.318,960,5880,"no","no","Seattle"
"12538",230000,3,1,880,7500,1,0,0,3,7,880,0,1978,0,98198,47.3837,-122.307,880,7500,"yes","no","Seattle"
"13748",580000,3,2.25,1580,8506,2,0,0,3,7,1580,0,1987,0,98033,47.686,-122.185,2253,8515,"yes","no","Kirkland"
"8617",540500,3,2,2800,185130,1,0,0,3,8,2320,480,1996,0,98038,47.4133,-122.006,2200,72055,"yes","no","Maple Valley"
"10114",289659,4,2.25,2260,7200,2,0,0,4,7,2260,0,1984,0,98031,47.4121,-122.183,1720,7200,"yes","no","Kent"
"418",423000,4,2.25,2200,9351,1,0,0,5,7,1290,910,1962,0,98133,47.7448,-122.333,1910,8660,"yes","no","Seattle"
"6904",570000,3,1,1660,7650,1.5,0,0,3,7,1350,310,1910,0,98118,47.5576,-122.277,1750,5760,"yes","no","Seattle"
"18874",344950,3,1,1090,6712,1,0,0,4,7,1090,0,1972,0,98034,47.7155,-122.211,1440,7350,"yes","no","Kirkland"
"10427",447000,2,1,850,2700,1,0,0,5,6,850,0,1924,0,98105,47.6684,-122.316,1630,3000,"yes","no","Seattle"
"3288",700000,2,1,930,5000,1,0,3,3,7,930,0,1926,2013,98136,47.5333,-122.388,1760,5228,"yes","yes","Seattle"
"21161",415000,3,2.5,1610,3600,2,0,0,3,8,1610,0,2010,0,98072,47.771,-122.169,2210,3600,"yes","no","Woodinville"
"9778",289275,3,2,2860,24046,1,0,0,3,9,1700,1160,1985,0,98019,47.7718,-121.904,1460,13648,"yes","no","Duvall"
"9974",290000,3,2.25,1880,7488,2,0,0,3,8,1880,0,1980,0,98032,47.3631,-122.277,2180,7344,"yes","no","Kent"
"13907",505000,3,2,1110,8375,1,0,0,5,7,1110,0,1951,0,98115,47.6978,-122.297,1410,7734,"yes","no","Seattle"
"4958",214100,2,2.5,1150,2064,2,0,0,3,7,1150,0,2004,0,98001,47.3516,-122.292,1880,2855,"yes","no","Auburn"
"18220",312000,4,2,1890,8362,1,0,0,3,7,1890,0,1966,0,98188,47.4377,-122.279,1600,9257,"yes","no","Seattle"
"8494",285000,4,2.5,1996,4547,2,0,0,3,7,1996,0,2009,0,98042,47.3365,-122.051,2180,5127,"yes","no","Kent"
"7975",285000,4,2.5,1800,9229,2,0,0,3,7,1800,0,1994,0,98022,47.1927,-122.015,1970,9231,"yes","no","Enumclaw"
"11916",464950,4,2.5,1640,6000,2,0,0,3,7,1640,0,2011,0,98106,47.559,-122.365,1640,4800,"yes","no","Seattle"
"7844",550000,2,1,950,4080,1,0,0,4,7,950,0,1924,0,98117,47.6765,-122.384,1120,4080,"yes","no","Seattle"
"15157",169000,3,1.75,1720,9775,1,0,0,3,8,1720,0,1978,0,98032,47.3731,-122.286,1970,8400,"yes","no","Kent"
"10039",375000,5,2.5,2100,14858,1,0,0,5,8,2100,0,1970,0,98059,47.4721,-122.123,1980,11730,"yes","no","Renton"
"12004",435000,3,2.5,2370,6082,2,0,0,3,7,2370,0,2004,0,98065,47.5288,-121.846,2690,6152,"yes","no","Snoqualmie"
"20942",336000,3,2.5,1260,1211,3,0,0,3,8,1260,0,2004,0,98103,47.6969,-122.343,1270,1211,"yes","no","Seattle"
"8650",402000,2,1,620,2475,1,0,0,5,6,620,0,1911,0,98107,47.6655,-122.371,1290,2475,"yes","no","Seattle"
"18708",340000,3,1,1580,8308,1.5,0,0,3,7,1580,0,1948,0,98146,47.5075,-122.379,1200,8308,"yes","no","Seattle"
"16551",163500,3,1,940,7200,1,0,0,4,7,940,0,1954,0,98002,47.2979,-122.223,1090,7800,"yes","no","Auburn"
"9860",450000,5,2.5,1900,9460,1,0,0,3,7,1190,710,1969,0,98034,47.7096,-122.202,1940,8360,"yes","no","Kirkland"
"1781",712000,3,1,1250,4620,1.5,0,0,4,7,1150,100,1900,0,98103,47.651,-122.341,1900,4400,"yes","no","Seattle"
"12890",235000,3,1,1020,6173,1,0,0,3,6,780,240,1948,0,98168,47.5042,-122.329,1330,5909,"yes","no","Seattle"
"20123",635000,4,2.25,2240,5000,2,0,0,3,8,2240,0,2013,0,98074,47.6212,-122.058,1760,7500,"yes","no","Sammamish"
"16973",499000,3,1.75,2650,11774,1,0,1,3,8,2240,410,1952,0,98146,47.4909,-122.363,2650,10120,"yes","no","Seattle"
"14577",589000,4,2.25,2390,57599,2,0,0,3,8,2390,0,1981,0,98053,47.6651,-122.067,2390,38186,"yes","no","Redmond"
"4355",978000,4,2.75,2890,7821,2,0,0,3,9,2890,0,2014,0,98006,47.554,-122.189,2890,10108,"yes","no","Bellevue"
"8391",565000,3,2.25,1520,1221,3,0,0,3,8,1520,0,2013,0,98107,47.674,-122.377,1550,4750,"yes","no","Seattle"
"7392",1184000,4,2.5,3200,7500,1.5,0,1,5,8,1860,1340,1948,0,98115,47.6826,-122.274,2500,6500,"yes","no","Seattle"
"5347",570000,4,2,1790,7800,1,0,0,5,8,1790,0,1972,0,98008,47.6266,-122.103,2150,7838,"yes","no","Bellevue"
"4188",400800,4,1,1070,5750,1,0,0,3,6,870,200,1923,0,98126,47.564,-122.379,1270,5750,"yes","no","Seattle"
"9702",174500,2,1,1010,5200,1,0,0,3,7,1010,0,1955,0,98198,47.4166,-122.323,1580,7500,"yes","no","Seattle"
"1077",310000,4,3,2010,7426,1,0,0,5,7,1090,920,1951,0,98178,47.5042,-122.265,1470,7426,"yes","no","Seattle"
"8518",265000,3,1.5,1780,10196,1,0,0,4,7,1270,510,1967,0,98001,47.3375,-122.291,1320,7875,"yes","no","Auburn"
"4008",235000,2,1,820,5100,1,0,0,4,6,820,0,1954,0,98056,47.5175,-122.205,2270,5100,"yes","no","Renton"
"20548",362500,3,3.5,1710,2212,2,0,0,3,7,1400,310,2013,0,98126,47.5459,-122.368,1580,2212,"yes","no","Seattle"
"5585",272000,3,2.5,1650,13816,2,0,0,3,7,1650,0,1998,0,98014,47.6553,-121.912,1650,15144,"yes","no","Carnation"
"19342",710000,4,2.5,2870,8995,1,0,0,5,8,1870,1000,1968,0,98006,47.5678,-122.128,2670,9672,"yes","no","Bellevue"
"3684",213500,3,1,1220,6000,1,0,0,4,7,1220,0,1968,0,98002,47.3245,-122.209,1420,6000,"yes","no","Auburn"
"9570",380000,2,2.5,2110,114127,1,0,0,4,8,1590,520,1975,0,98031,47.4137,-122.212,1960,11250,"yes","no","Kent"
"19992",295000,3,1.5,1220,3286,2,0,0,3,7,1220,0,1982,0,98033,47.7168,-122.189,1220,2640,"yes","no","Kirkland"
"13470",652000,3,1,1470,6122,1,0,0,3,8,1200,270,1948,0,98199,47.6517,-122.406,2200,6122,"yes","no","Seattle"
"9482",780000,3,3.5,3310,5558,2,0,0,3,9,3310,0,2005,0,98029,47.5553,-122.003,3310,5270,"yes","no","Issaquah"
"849",512000,3,1.75,1610,12555,1,0,0,3,7,1080,530,1977,0,98052,47.6618,-122.136,1780,10374,"yes","no","Redmond"
"11592",1185000,4,2.75,3020,8622,2,0,0,3,9,3020,0,1976,2003,98004,47.5866,-122.201,3060,14303,"yes","yes","Bellevue"
"6890",230000,3,1,940,10875,1,0,0,3,7,940,0,1957,0,98056,47.5121,-122.168,1250,11200,"yes","no","Renton"
"14300",300000,3,2.5,2020,6628,1,0,0,4,7,1250,770,1963,0,98168,47.4934,-122.332,1540,9995,"yes","no","Seattle"
"7482",296500,3,2.75,2170,7900,1,0,0,4,8,1380,790,1978,0,98032,47.362,-122.277,2170,7700,"yes","no","Kent"
"6539",567500,3,1.75,2570,14033,1,0,2,4,8,2570,0,1953,0,98166,47.4335,-122.338,2550,16100,"yes","no","Seattle"
"656",1000000,3,2.5,3180,10492,2,0,2,3,10,3180,0,1991,0,98052,47.655,-122.124,3000,9812,"yes","no","Redmond"
"3331",253000,3,2.25,1440,9806,1,0,0,3,7,1440,0,1965,0,98030,47.3857,-122.212,1590,9782,"yes","no","Kent"
"15757",525000,3,2.25,1750,1879,3,0,0,3,8,1750,0,2001,0,98107,47.6722,-122.391,1750,3155,"yes","no","Seattle"
"4296",1155000,3,2.5,2490,24691,1,1,4,4,9,1580,910,1961,0,98146,47.488,-122.364,2800,24121,"yes","no","Seattle"
"4505",567035,3,2,2064,46173,2,0,0,5,7,2064,0,1903,0,98070,47.4469,-122.455,1640,21780,"yes","no","Vashon"
"19297",585000,3,2.5,1740,2350,2,0,0,3,8,1130,610,1995,0,98112,47.6207,-122.297,1740,3201,"yes","no","Seattle"
"15137",425000,5,2.5,2180,7875,1,0,0,4,7,1200,980,1955,0,98133,47.7543,-122.341,1840,5105,"yes","no","Seattle"
"1908",590000,3,2,3030,9374,1,0,1,4,7,2100,930,1959,0,98136,47.5289,-122.391,1990,6012,"yes","no","Seattle"
"3996",241250,3,1.75,1350,7588,1,0,0,3,7,1350,0,1993,0,98010,47.3123,-122.023,1470,7341,"yes","no","Black Diamond"
"4996",692500,3,2.25,3420,9900,1,0,0,3,9,1710,1710,1963,2004,98028,47.7412,-122.256,2290,10700,"yes","yes","Kenmore"
"4820",375000,3,1.5,1240,7733,1,0,0,3,6,790,450,1941,0,98125,47.714,-122.283,1130,7733,"yes","no","Seattle"
"7678",545000,4,2.25,2030,11585,1,0,0,4,7,1590,440,1967,0,98052,47.6561,-122.13,1960,8977,"yes","no","Redmond"
"18393",790000,4,2.5,3500,9198,2,0,0,3,9,3500,0,2004,0,98053,47.6785,-122.025,3990,8598,"yes","no","Redmond"
"17109",540000,4,1.75,2040,9322,1,0,0,3,8,1440,600,1977,0,98155,47.7611,-122.298,1910,10026,"yes","no","Seattle"
"12450",544000,4,2.5,2030,3974,2,0,0,3,8,2030,0,1994,0,98029,47.5692,-122.006,1780,3953,"yes","no","Issaquah"
"19819",419354,5,2.75,2710,4500,2,0,0,3,8,2710,0,2014,0,98038,47.3547,-122.062,2710,4626,"yes","no","Maple Valley"
"17088",1070000,6,3.25,3560,21400,2,0,4,4,9,3560,0,1952,0,98177,47.7602,-122.372,3560,24338,"yes","no","Seattle"
"7315",295000,3,2.5,1500,3060,2,0,0,3,7,1500,0,1994,0,98006,47.5605,-122.117,2700,7734,"yes","no","Bellevue"
"11421",440500,3,2.5,1600,3172,2,0,0,3,7,1600,0,2002,0,98053,47.6868,-122.042,1690,3698,"yes","no","Redmond"
"5618",2400000,5,3.25,3410,9088,2,0,3,3,9,2760,650,1912,0,98119,47.6285,-122.361,3540,7100,"yes","no","Seattle"
"17051",379400,4,1.75,2120,7680,1,0,0,4,7,1060,1060,1950,0,98177,47.7172,-122.361,1530,7680,"yes","no","Seattle"
"16520",425000,4,1.5,1620,7875,1,0,0,3,7,1620,0,1956,0,98008,47.6041,-122.126,1890,8400,"yes","no","Bellevue"
"5698",559000,2,2,1660,4500,1,0,0,3,8,1660,0,2003,0,98053,47.7094,-122.031,1670,5580,"yes","no","Redmond"
"7058",490000,4,2.5,2650,9627,1,0,3,4,8,1610,1040,1976,0,98028,47.7684,-122.254,2650,9221,"yes","no","Kenmore"
"16077",329950,3,1,1000,9170,1,0,0,3,7,1000,0,1980,0,98058,47.4405,-122.134,1610,9170,"yes","no","Renton"
"10520",150000,2,1,820,10270,1,0,0,3,7,820,0,1954,0,98168,47.5119,-122.329,1670,10086,"yes","no","Seattle"
"14928",245000,3,2.25,1900,7250,1,0,0,3,7,1250,650,1967,0,98146,47.4869,-122.344,1560,9420,"yes","no","Seattle"
"15668",1715000,4,2.5,3070,7207,2,0,0,4,10,2670,400,1927,0,98112,47.6325,-122.29,3190,7523,"yes","no","Seattle"
"1709",429000,4,2.5,2650,9301,2,0,0,3,9,2650,0,2001,0,98001,47.3477,-122.271,2730,8688,"yes","no","Auburn"
"13215",402000,3,1,1200,6825,1,0,0,3,7,1200,0,1954,2013,98133,47.7491,-122.353,1470,8100,"yes","yes","Seattle"
"4759",975000,4,2.25,2290,5350,2,0,0,4,9,2120,170,1958,0,98199,47.6428,-122.411,2910,5350,"yes","no","Seattle"
"8468",207000,3,1,1490,8995,1,0,0,4,7,1490,0,1954,0,98168,47.4901,-122.303,1490,9000,"yes","no","Seattle"
"10930",360000,3,1.75,1520,12282,1,0,0,3,8,1220,300,1978,0,98155,47.7516,-122.299,1860,13500,"yes","no","Seattle"
"2866",450000,2,1,740,5100,1,0,0,4,7,740,0,1947,0,98115,47.6787,-122.301,920,5100,"yes","no","Seattle"
"10393",601450,2,3.25,1840,1500,3,0,0,3,8,1840,0,2001,0,98103,47.6595,-122.354,1910,2500,"yes","no","Seattle"
"10000",285000,3,2.25,1680,35127,2,0,0,3,7,1680,0,1987,0,98092,47.3025,-122.067,1820,35166,"yes","no","Auburn"
"13160",252500,2,1.5,1280,8710,1,0,0,3,7,1280,0,1967,0,98058,47.4472,-122.16,1520,9375,"yes","no","Renton"
"4849",525000,3,2.75,2100,10362,2,0,0,3,9,1510,590,1998,0,98045,47.4347,-121.417,2240,11842,"yes","no","North Bend"
"4464",500000,3,2.5,3040,5326,2,0,0,3,9,3040,0,2008,0,98055,47.4472,-122.207,3040,5442,"yes","no","Renton"
"13582",580000,3,1.75,1950,10633,1,0,0,3,7,1250,700,1978,0,98125,47.7019,-122.313,1290,6380,"yes","no","Seattle"
"10709",375000,5,2.5,2840,15598,1,0,0,4,8,1470,1370,1975,0,98059,47.4693,-122.117,2570,14930,"yes","no","Renton"
"16035",782500,3,2.5,3750,7821,2,0,0,3,9,3750,0,2001,0,98074,47.6325,-122.064,3210,8405,"yes","no","Sammamish"
"4381",353000,3,1.75,1260,11775,1,0,0,5,6,1260,0,1942,0,98108,47.5501,-122.296,1270,5480,"yes","no","Seattle"
"37",550000,4,1,1660,34848,1,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467,"no","no","Redmond"
"8611",559000,3,1.75,1700,6500,1,0,0,3,8,1700,0,1967,0,98115,47.6837,-122.284,1880,6000,"yes","no","Seattle"
"20343",1598000,5,3.75,4270,7500,2,0,0,3,10,3210,1060,2014,0,98033,47.6845,-122.207,2410,8350,"yes","no","Kirkland"
"18417",410000,3,2.5,3040,6054,2,0,0,3,9,3040,0,2005,0,98042,47.3508,-122.163,2650,6054,"yes","no","Kent"
"4136",625000,4,2.5,2740,9599,1,0,2,3,8,1820,920,1961,0,98177,47.7728,-122.385,2660,8280,"yes","no","Seattle"
"10766",445500,4,1.5,2210,10497,1,0,0,4,8,1650,560,1953,0,98166,47.4321,-122.347,1840,12697,"yes","no","Seattle"
"601",507000,2,1.75,1670,6460,1,0,0,3,8,1670,0,2004,0,98053,47.7123,-122.027,2170,6254,"yes","no","Redmond"
"8782",380000,4,2.5,2300,7707,2,0,0,3,8,2300,0,2004,0,98038,47.3497,-122.044,2320,6035,"yes","no","Maple Valley"
"6302",248000,3,1,1180,6947,1,0,0,4,7,1180,0,1968,0,98031,47.4233,-122.177,1760,8657,"yes","no","Kent"
"4442",790000,2,3,2560,982278,1,0,0,3,8,2560,0,2004,0,98014,47.6955,-121.861,1620,40946,"yes","no","Carnation"
"19106",463000,3,1,1250,7700,1,0,0,4,7,1250,0,1955,0,98007,47.5974,-122.149,1520,7700,"yes","no","Bellevue"
"16107",1425000,2,2.5,2220,4000,2,0,0,3,9,2220,0,2000,0,98112,47.6364,-122.28,1870,4000,"yes","no","Seattle"
"16838",1300000,4,2.5,3110,11857,2,0,4,3,11,2040,1070,1990,0,98117,47.6952,-122.402,3110,11570,"yes","no","Seattle"
"12581",410000,4,2,1970,10500,1,0,0,3,8,1820,150,1961,0,98166,47.479,-122.356,2090,12300,"yes","no","Seattle"
"16564",365000,4,2.5,2905,4874,2,0,0,3,9,2905,0,2003,0,98031,47.4084,-122.169,2900,5271,"yes","no","Kent"
"5935",749400,4,2.5,3240,20301,2,0,0,3,10,3240,0,1985,0,98052,47.719,-122.114,3010,23650,"yes","no","Redmond"
"13946",975000,4,2.25,2420,15482,2,0,0,4,8,2420,0,1925,1997,98004,47.5907,-122.196,2870,13905,"yes","yes","Bellevue"
"14366",230000,3,1,1250,9035,1,0,0,4,7,1250,0,1970,0,98003,47.275,-122.302,1350,10425,"yes","no","Federal Way"
"13939",386500,3,2.25,2950,8036,1.5,0,0,3,8,1950,1000,1963,0,98125,47.7239,-122.313,2060,7200,"yes","no","Seattle"
"19191",935000,5,3,2700,5001,2,0,0,3,10,2700,0,2009,0,98115,47.6811,-122.288,1610,5191,"yes","no","Seattle"
"5564",266000,3,2.5,1940,8547,1,0,0,3,7,1460,480,1989,0,98030,47.3491,-122.177,1750,7803,"yes","no","Kent"
"18928",374000,2,1,1140,5650,1,0,1,3,6,980,160,1920,0,98116,47.5634,-122.391,1220,5700,"yes","no","Seattle"
"1604",703770,4,2.25,2550,12918,2,0,0,3,9,2550,0,1987,0,98006,47.5623,-122.109,2550,11036,"yes","no","Bellevue"
"8915",290000,6,4.5,2810,11214,1,0,0,3,8,2010,800,1958,0,98031,47.4045,-122.197,1940,8349,"yes","no","Kent"
"12293",550000,3,2,1650,3952,2,0,0,3,7,1650,0,1950,0,98103,47.6727,-122.33,1210,4560,"yes","no","Seattle"
"19315",316000,3,1.75,1120,98445,1.5,0,2,4,7,1120,0,1917,0,98022,47.1853,-122.017,1620,34200,"yes","no","Enumclaw"
"17860",430000,3,3.75,3890,7140,1,0,2,3,8,2390,1500,1943,2007,98178,47.5073,-122.239,1820,7320,"yes","yes","Seattle"
"7653",2538000,4,3.5,4350,6000,2,0,0,5,10,2970,1380,1908,0,98112,47.6277,-122.286,4190,7200,"yes","no","Seattle"
"10698",1325000,4,3,3370,7920,1,0,3,3,10,1860,1510,1988,0,98117,47.6773,-122.403,2730,7380,"yes","no","Seattle"
"42",775000,4,2.25,4220,24186,1,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617,"yes","no","Seattle"
"14917",367000,4,2.5,2350,8182,2,0,0,3,8,2350,0,1997,0,98042,47.3697,-122.106,2330,7000,"yes","no","Kent"
"21313",490000,4,2.5,2510,4349,2,0,0,3,8,2510,0,2010,0,98059,47.4927,-122.147,2510,4314,"yes","no","Renton"
"9399",685000,3,2,2210,5000,1.5,0,2,3,7,1710,500,1909,0,98103,47.6754,-122.357,1920,5000,"yes","no","Seattle"
"19532",1280000,4,3.5,4660,17398,2,0,2,3,11,4660,0,2003,0,98006,47.5422,-122.112,5080,24913,"yes","no","Bellevue"
"856",370500,4,2.5,1790,6120,2,0,0,3,7,1790,0,2005,0,98059,47.4829,-122.128,1950,5660,"yes","no","Renton"
"16422",424950,4,2.5,2480,8563,2,0,0,3,8,2480,0,1992,0,98038,47.381,-122.033,2460,8660,"yes","no","Maple Valley"
"14673",274000,3,1.75,1400,8364,1,0,0,4,7,1400,0,1958,0,98056,47.4918,-122.178,1210,8160,"yes","no","Renton"
"18162",660000,3,2.25,2280,6150,2,0,2,3,8,2280,0,1984,0,98136,47.5423,-122.385,1920,6150,"yes","no","Seattle"
"7265",245100,3,1.75,1300,7958,1,0,0,3,7,1300,0,1996,0,98092,47.3162,-122.194,1640,8698,"yes","no","Auburn"
"4111",350000,4,2.5,2560,5428,2,0,0,3,8,2560,0,2012,0,98042,47.3835,-122.095,2620,5428,"yes","no","Kent"
"13014",285000,2,1,720,6400,1,0,0,4,6,720,0,1943,0,98126,47.5286,-122.368,1030,6400,"yes","no","Seattle"
"7120",346000,3,1.75,1270,8100,1,0,0,3,6,880,390,1950,0,98146,47.4828,-122.344,1650,8173,"yes","no","Seattle"
"14511",380000,3,2.5,2150,25705,1.5,0,0,3,6,2150,0,1980,2009,98058,47.4514,-122.089,1850,20160,"yes","yes","Renton"
"13408",790000,4,2.5,2240,8664,1,0,0,5,8,1470,770,1975,0,98033,47.6621,-122.189,2210,8860,"yes","no","Kirkland"
"7000",356200,3,2,1690,10062,1,0,2,5,7,940,750,1928,0,98178,47.5102,-122.241,2390,6650,"yes","no","Seattle"
"17131",325000,2,1,750,5534,1,0,0,3,7,750,0,1947,0,98177,47.7017,-122.36,1050,5534,"yes","no","Seattle"
"10346",324000,3,2.5,1940,8347,2,0,0,3,8,1940,0,1990,0,98042,47.3654,-122.164,1940,7131,"yes","no","Kent"
"8706",1200000,4,2.5,2700,4275,2,0,0,3,9,2700,0,2004,0,98115,47.6725,-122.327,1810,4500,"yes","no","Seattle"
